,datetime,close,RSI,RSI_SMA,Signal,ltp
5807,2023-05-23 11:15:00,18406.45,72.92,46.682142857142864,Sell,190.68
5822,2023-05-25 12:15:00,18225.45,16.37,59.51642857142857,Buy,188.92
5829,2023-05-26 12:15:00,18434.55,70.56,46.443571428571424,Sell,190.83
5860,2023-06-01 15:15:00,18487.75,27.18,35.73428571428571,Buy,192.1
5873,2023-06-05 14:15:00,18593.25,72.08,55.34285714285715,Sell,193.5
5902,2023-06-09 15:15:00,18563.4,25.82,53.785,Buy,192.94
5914,2023-06-13 13:15:00,18694.9,74.31,44.70142857142857,Sell,194.2
5969,2023-06-23 12:15:00,18718.0,27.5,52.46999999999999,Buy,194.15
5985,2023-06-27 14:15:00,18824.8,80.5,42.00428571428571,Sell,194.8
6111,2023-07-24 14:15:00,19670.9,18.89,44.34214285714285,Buy,205.38
6125,2023-07-26 14:15:00,19784.7,73.66,43.71,Sell,206.01
6135,2023-07-28 10:15:00,19607.7,13.96,54.47714285714286,Buy,204.35
6148,2023-08-01 09:15:00,19779.55,77.14,38.69428571428572,Sell,205.72
6158,2023-08-02 12:15:00,19512.05,24.95,57.80357142857143,Buy,203.73
6179,2023-08-07 12:15:00,19584.55,71.36,46.33714285714286,Sell,203.57
6210,2023-08-11 15:15:00,19428.3,24.94,44.03071428571428,Buy,202.7
6249,2023-08-22 12:15:00,19424.15,75.17,53.63999999999999,Sell,202.22
6275,2023-08-28 10:15:00,19316.55,26.06,38.93714285714285,Buy,200.93
6288,2023-08-30 09:15:00,19440.55,75.38,50.96571428571429,Sell,202.01
6303,2023-09-01 10:15:00,19327.95,28.92,48.10428571428572,Buy,201.49
6310,2023-09-04 10:15:00,19473.05,77.5,46.785714285714285,Sell,203.1
6381,2023-09-20 10:15:00,19958.3,11.91,60.73214285714285,Buy,208.11
6457,2023-10-06 09:15:00,19603.45,72.83,43.89928571428571,Sell,204.64
6493,2023-10-13 10:15:00,19678.85,20.47,75.48,Buy,205.6
6506,2023-10-17 09:15:00,19821.35,72.39,39.865,Sell,206.94
6521,2023-10-19 10:15:00,19574.85,18.61,49.34,Buy,204.36
6563,2023-10-30 10:15:00,19075.6,73.83,36.44785714285714,Sell,198.68
6580,2023-11-01 13:15:00,19015.1,29.08,54.78714285714285,Buy,198.64
6590,2023-11-03 09:15:00,19264.9,73.11,44.31,Sell,201.35
6667,2023-11-20 13:15:00,19692.9,27.84,56.66285714285715,Buy,205.65
6678,2023-11-22 10:15:00,19798.9,73.93,49.11071428571429,Sell,206.78
6776,2023-12-13 10:15:00,20831.35,15.59,49.934285714285714,Buy,217.86
6786,2023-12-14 13:15:00,21195.0,71.28,41.62857142857143,Sell,220.95
6878,2024-01-03 14:15:00,21515.1,24.35,36.86785714285714,Buy,225.28
6916,2024-01-12 09:15:00,21804.5,76.38,52.35785714285714,Sell,226.46
6938,2024-01-17 10:15:00,21740.7,20.77,77.90142857142858,Buy,227.8
6958,2024-01-20 09:15:00,21643.85,72.03,36.276428571428575,Sell,226.62
6969,2024-01-23 13:15:00,21311.75,27.46,54.36071428571428,Buy,223.1
6988,2024-01-29 11:15:00,21662.1,74.99,48.43357142857143,Sell,226.07
7050,2024-02-09 10:15:00,21679.5,28.59,45.18928571428573,Buy,227.2
7084,2024-02-16 09:15:00,22036.7,90.95,62.39857142857143,Sell,229.68
7133,2024-02-27 09:15:00,22109.05,24.29,54.66,Buy,231.52
7157,2024-03-01 12:15:00,22288.35,72.68,44.42214285714285,Sell,232.61
7199,2024-03-11 15:15:00,22332.65,26.07,59.11571428571428,Buy,233.65
7260,2024-03-22 13:15:00,22105.0,71.79,60.56071428571428,Sell,231.24
7348,2024-04-15 10:15:00,22361.9,18.24,43.055,Buy,234.2
7380,2024-04-22 14:15:00,22347.05,77.8,47.54357142857142,Sell,233.56
7438,2024-05-06 13:15:00,22439.85,29.79,40.47642857142857,Buy,235.0
7483,2024-05-15 09:15:00,22189.6,84.09,58.53071428571428,Sell,233.49
7553,2024-05-29 11:15:00,22745.2,15.04,44.88642857142857,Buy,238.73
7572,2024-06-03 09:15:00,23197.1,80.6,24.738571428571426,Sell,244.81
7806,2024-07-22 12:15:00,24487.8,27.26,50.34214285714285,Buy,258.38
7834,2024-07-26 12:15:00,24775.55,76.34,50.84857142857143,Sell,259.31
7872,2024-08-02 15:15:00,24717.7,28.74,49.35071428571428,Buy,260.79
7933,2024-08-16 13:15:00,24516.0,77.45,37.27357142857143,Sell,258.0
8015,2024-09-04 10:15:00,25128.7,21.61,57.43071428571428,Buy,265.62
8045,2024-09-10 12:15:00,25098.55,76.27,34.79357142857143,Sell,263.45
8145,2024-09-30 14:15:00,25812.25,12.09,59.440000000000005,Buy,272.59
8183,2024-10-09 10:15:00,25215.6,72.72,39.69,Sell,265.83
8219,2024-10-16 11:15:00,24948.05,22.45,55.565714285714286,Buy,264.06
8321,2024-11-06 09:15:00,24379.25,71.14,38.745,Sell,256.48
8338,2024-11-08 12:15:00,24169.1,23.45,54.33142857142857,Buy,255.09
8396,2024-11-22 14:15:00,23920.1,72.3,46.89214285714286,Sell,251.7
8425,2024-11-28 15:15:00,23914.15,28.66,44.638571428571424,Buy,253.03
8436,2024-12-02 12:15:00,24162.2,75.01,41.97357142857143,Sell,255.33
8497,2024-12-13 10:15:00,24278.95,3.52,41.50571428571429,Buy,257.2
