datetime,open,high,low,close,volume
2023-03-15 12:15:00,17097.75,17107.9,17077.8,17101.0,6943881
2023-03-15 12:45:00,17100.85,17107.35,17041.9,17049.15,19286029
2023-03-15 13:15:00,17049.35,17081.35,17039.65,17074.85,6730400
2023-03-15 13:45:00,17078.0,17078.0,17026.4,17047.7,0
2023-03-15 14:15:00,17048.85,17062.0,17018.6,17019.4,0
2023-03-15 14:45:00,17019.8,17031.75,16960.9,16964.45,0
2023-03-15 15:15:00,16965.05,16975.55,16940.35,16972.15,0
2023-03-16 09:15:00,16994.65,16994.65,16862.7,16865.05,0
2023-03-16 09:45:00,16866.25,16892.85,16850.4,16877.65,0
2023-03-16 10:15:00,16877.95,17009.95,16869.9,16993.45,0
2023-03-16 10:45:00,16991.15,17046.15,16966.7,17027.85,0
2023-03-16 11:15:00,17027.95,17044.2,16971.85,16993.45,0
2023-03-16 11:45:00,16993.5,17003.0,16927.45,16929.4,0
2023-03-16 12:15:00,16929.4,16949.4,16910.4,16925.15,8121303
2023-03-16 12:45:00,16924.95,16972.2,16919.95,16972.15,19434322
2023-03-16 13:15:00,16972.85,16999.5,16950.75,16965.85,9786156
2023-03-16 13:45:00,16965.1,17039.5,16936.7,17035.95,0
2023-03-16 14:15:00,17037.2,17062.2,17023.85,17031.15,0
2023-03-16 14:45:00,17030.5,17039.25,16950.2,16976.9,0
2023-03-16 15:15:00,16977.35,17014.65,16973.3,16985.6,0
2023-03-17 09:15:00,17111.8,17144.4,17069.3,17069.3,0
2023-03-17 09:45:00,17071.55,17100.05,17049.25,17081.0,0
2023-03-17 10:15:00,17080.95,17100.45,17056.15,17066.45,0
2023-03-17 10:45:00,17065.45,17069.85,17027.35,17028.55,0
2023-03-17 11:15:00,17028.05,17039.15,16991.0,17007.85,0
2023-03-17 11:45:00,17008.05,17057.25,16980.1,16985.85,0
2023-03-17 12:15:00,16985.5,16991.7,16964.05,16977.55,8568273
2023-03-17 12:45:00,16977.15,17009.9,16958.15,16985.5,21882859
2023-03-17 13:15:00,16984.9,17029.0,16975.85,17004.35,10572395
2023-03-17 13:45:00,17004.6,17082.15,17004.25,17058.2,0
2023-03-17 14:15:00,17058.65,17080.05,17008.7,17067.45,0
2023-03-17 14:45:00,17065.5,17124.95,17039.25,17113.5,0
2023-03-17 15:15:00,17112.95,17125.9,17082.9,17100.05,0
2023-03-20 09:15:00,17043.9,17057.55,16928.55,16950.7,37965355
2023-03-20 09:45:00,16950.55,16964.75,16902.8,16910.15,21678553
2023-03-20 10:15:00,16909.85,16921.85,16881.55,16907.95,18710022
2023-03-20 10:45:00,16907.85,16963.6,16900.65,16945.25,16940775
2023-03-20 11:15:00,16945.3,16949.85,16906.7,16912.8,12703738
2023-03-20 11:45:00,16913.3,16930.3,16863.5,16865.65,19206705
2023-03-20 12:15:00,16867.4,16886.15,16844.9,16884.4,15846537
2023-03-20 12:45:00,16885.75,16886.45,16828.35,16869.75,15987351
2023-03-20 13:15:00,16868.9,16901.35,16842.8,16858.05,16688808
2023-03-20 13:45:00,16858.8,16899.45,16846.5,16891.35,20795060
2023-03-20 14:15:00,16893.3,16948.45,16874.3,16928.7,21493840
2023-03-20 14:45:00,16928.85,16996.35,16920.2,16987.3,28762420
2023-03-20 15:15:00,16987.35,17008.45,16987.35,16988.4,22492595
2023-03-21 09:15:00,17060.4,17080.55,17026.75,17039.4,0
2023-03-21 09:45:00,17039.45,17070.2,17016.65,17066.05,0
2023-03-21 10:15:00,17065.8,17085.75,17055.95,17072.7,0
2023-03-21 10:45:00,17072.75,17077.6,17046.2,17065.4,0
2023-03-21 11:15:00,17065.1,17079.1,17053.25,17058.2,0
2023-03-21 11:45:00,17058.15,17058.3,17022.55,17030.95,0
2023-03-21 12:15:00,17031.55,17063.65,17028.35,17050.6,7650705
2023-03-21 12:45:00,17051.2,17100.95,17050.2,17097.75,17125091
2023-03-21 13:15:00,17097.2,17106.7,17065.55,17070.9,9311359
2023-03-21 13:45:00,17071.25,17110.7,17070.0,17088.4,0
2023-03-21 14:15:00,17088.5,17126.6,17085.75,17123.5,0
2023-03-21 14:45:00,17122.25,17127.1,17101.75,17104.2,0
2023-03-21 15:15:00,17103.35,17112.45,17095.5,17107.5,0
2023-03-22 09:15:00,17177.45,17207.15,17132.4,17168.65,0
2023-03-22 09:45:00,17169.0,17180.3,17140.8,17140.8,0
2023-03-22 10:15:00,17141.6,17151.7,17127.6,17132.3,0
2023-03-22 10:45:00,17132.6,17146.35,17108.8,17129.85,0
2023-03-22 11:15:00,17129.9,17151.8,17119.7,17148.75,0
2023-03-22 11:45:00,17149.1,17153.9,17128.0,17138.5,0
2023-03-22 12:15:00,17138.75,17165.4,17130.6,17133.0,5761365
2023-03-22 12:45:00,17134.7,17149.8,17130.8,17134.65,10006874
2023-03-22 13:15:00,17135.25,17156.05,17120.75,17142.7,8508031
2023-03-22 13:45:00,17142.75,17149.1,17116.7,17142.05,0
2023-03-22 14:15:00,17144.1,17151.15,17110.95,17118.5,0
